"Akkar | Aadouiye - عدوي"
"Mount Lebanon | Knisse chouf - كنيسة الشوف"
"Mount Lebanon | Kour El Hooua - كور الهوا"
"Mount Lebanon | Ksayer - كساير"
"Mount Lebanon | Ksayfiyeh - قصيفية"
"Mount Lebanon | Lahbiye - لهبية"
"Mount Lebanon | Lailake - ليلكي"
"Mount Lebanon | Laqlouq - اللقلوق"
"Mount Lebanon | Lassa - لاسا"
"Mount Lebanon | Lehfed - لحفد"
"Mount Lebanon | Louaize - لويزة"
"Mount Lebanon | Maad - معاد"
"Mount Lebanon | Maamelteine - معاملتين"
"Mount Lebanon | Maaniye - معنيه"
"Mount Lebanon | Maarab - معراب"
"Mount Lebanon | Maaroufiye - معروفية"
"Mount Lebanon | Maaser Beit ed Dine - معاصر بيت الدين"
"Mount Lebanon | Maasraiti -  معصريتي"
"Mount Lebanon | Maasser ech Chouf - معاصر الشوف"
"Mount Lebanon | Maaysra - المعيصرة"
"Mount Lebanon | Maaytiq - معيتيق"
"Mount Lebanon | Machraa - مشرع"
"Mount Lebanon | Mahmarat Bejje - محمرة بجّه"
"Mount Lebanon | Maifouq - ميفوق"
"Mount Lebanon | Mairouba - ميروبا"
"Mount Lebanon | Majdalaya - مجدليا"
"Mount Lebanon | Majdalouna - مجدلونا"
"Mount Lebanon | Majdel - المجدل"
"Mount Lebanon | Majdel Tarchich - مجدل ترشيش"
"Mount Lebanon | Majdel el Meouch - مجدل المعوش"
"Mount Lebanon | Majzoub - مجذوب"
"Mount Lebanon | Makhadet Nahr el Kalb - مخاضة نهر الكلب"
"Mount Lebanon | Malhoun - ملحون"
"Mount Lebanon | Mamboukh - الممبوخ"
"Mount Lebanon | Mansouriye - منصورية"
"Mount Lebanon | Mansouriye bhamdoun -  منصورية بحمدون"
"Mount Lebanon | Mantra - المنطرة"
"Mount Lebanon | Maqsabe - مقصبة"
"Mount Lebanon | Mar Aabda el Mshammar - دير مار عبدا المشمر"
"Mount Lebanon | Mar Boutrous Karm El- Tine - مار بطرس كرم التين"
"Mount Lebanon | Mar Meqna - مار مقانة"
"Mount Lebanon | Mar Mikheyel Ed Damour - مار مخايل الدامور"
"Mount Lebanon | Mar Mkhayel Bnabil - مار مخايل بنابيل"
"Mount Lebanon | Mar Mousa Ed Daouar - مار موسى الدوار"
"Mount Lebanon | Mar Nouhra - مار نهرا"
"Mount Lebanon | Mar Taqla - مار تقلا"
"Mount Lebanon | Mar Taqla En Naame - مار تقلا الناعمه"
"Mount Lebanon | Marbaa - مربعه"
"Mount Lebanon | Marj Aali - مرج علي"
"Mount Lebanon | Marj Barja - مرج برجا"
"Mount Lebanon | Marj Baskinta - مرج بسكنتا"
"Mount Lebanon | Marj Chartoun - مرج شرتون"
"Mount Lebanon | Marj Ketermaya - مرج كترمايا"
"Mount Lebanon | Marj Mokhtara - مرج مختارة"
"Mount Lebanon | Marjaba - مرجبا"
"Mount Lebanon | Marjiat - مرجيات"
"Mount Lebanon | Marjiat Borjein - برجين"
"Mount Lebanon | Mashhat - مشحات"
"Mount Lebanon | Masqa - المسقى"
"Mount Lebanon | Mayasse - مياسة"
"Mount Lebanon | Mazboud - مزبود"
"Mount Lebanon | Mazmoura - مزمورة"
"Mount Lebanon | Mazraa Lassa - مزرعة لاسا"
"Mount Lebanon | Mazraat Beit Ech Chaar - مزرعة بيت الشعّار"
"Mount Lebanon | Mazraat Deir Aaoukar - مزرعة دير عوكر"
"Mount Lebanon | Mazraat El Barghoutiye - مزرعة البرغوتية"
"Mount Lebanon | Mazraat El Hdaira - مزرعة الحضيرة"
"Mount Lebanon | Mazraat El Maadene - مزرعة المعادن"
"Mount Lebanon | Mazraat Es Siyad - مزرعة السياد"
"Mount Lebanon | Mazraat Khafiche - مزرعة الخفيش"
"Mount Lebanon | Mazraat Yachoua - مزرعة يشوع"
"Mount Lebanon | Mazraat ech Chouf - مزرعة"
"Mount Lebanon | Mazraat ed Dahr - مزرعة الضهر"
"Mount Lebanon | Mazraat ed Doueir - مزرعة الدوير"
"Mount Lebanon | Mazraat ej Jmaiyel - مزرعة الجميل"
"Mount Lebanon | Mazraat el Boueit -  مزرعة البويت"
"Mount Lebanon | Mazraat el Hajj Khalil - مزرعة الحاج خليل"
"Mount Lebanon | Mazraat en Nahr -  مزرعة النهر"
"Mount Lebanon | Mazraat er Rzaniye - مزرعة الرزَانية"
"Mount Lebanon | Mazraat ez Zaitounniyeh - مزرعة الزيتونه"
"Mount Lebanon | Mazzarat Er Ras - مزرعة الراس"
"Mount Lebanon | Mazzraat Maaissra - مزرعة المعيصرة"
"Mount Lebanon | Mchaa El Ftouh - مشاع الفتوح"
"Mount Lebanon | Mchaa Faraya - مشاع فاريا"
"Mount Lebanon | Mchaa Kfar Dibian - مشاع كفر ذبيان"
"Mount Lebanon | Mchati - مشاته"
"Mount Lebanon | Mchaymcheh - مشيمشة"
"Mount Lebanon | Mcheikha - مشيخا"
"Mount Lebanon | Mdamit - مداميت"
"Mount Lebanon | Mdeyrej - مديرج"
"Mount Lebanon | MechMech Jbeil - مشمش جبيل"
"Mount Lebanon | Mechakhti - مشاقتي"
"Mount Lebanon | Mechane - مشان"
"Mount Lebanon | Mechhellene - مشحلان"
"Mount Lebanon | Mechref - مشرف"
"Mount Lebanon | Mechrefe -  مشرفه"
"Mount Lebanon | Meftah es Sellom - مفتاح السلم"
"Mount Lebanon | Mehqane el Mazloum - محقان المظلوم"
"Mount Lebanon | Mejdel Baana -  مجدل بعنا"
"Mount Lebanon | Merdache - مرداشة"
"Mount Lebanon | Mermata - مرماتا"
"Mount Lebanon | Mestita - مستيتا"
"Mount Lebanon | Mezher - مزهر"
"Mount Lebanon | Mghaira - مغيره"
"Mount Lebanon | Mghaire - مغيره"
"Mount Lebanon | Mghairiye Chouf - مغيرية &nbsp;الشوف"
"Mount Lebanon | Mghayer - المغاير"
"Mount Lebanon | Mhaydse - محيدثة المتن"
"Mount Lebanon | Mkalless - مكلس"
"Mount Lebanon | Mnaitra - منيطرة"
"Mount Lebanon | Monsef - المنصف"
"Mount Lebanon | Montiverdi - منتفردي"
"Mount Lebanon | Mouftah el Mir - مفتاح المير"
"Mount Lebanon | Mouhtaqara - محتقره"
"Mount Lebanon | Moukhada - مخاضة"
"Mount Lebanon | Moukhtara - مختارة"
"Mount Lebanon | Mounsa Aaley - المونسه عاليه"
"Mount Lebanon | Mountazah - منتزه"
"Mount Lebanon | Mradiye - مرادية"
"Mount Lebanon | Mrah El Mir - مراح المير"
"Mount Lebanon | Mrah Ghanem - مراح غانم"
"Mount Lebanon | Mraije - مريجة"
"Mount Lebanon | Mreijat Aley -  مريجات عاليه"
"Mount Lebanon | Mreijet Kesserwan - مريجة كسروان"
"Mount Lebanon | Mristi - مرستى"
"Mount Lebanon | Mrouj - المروج"
"Mount Lebanon | Mtaile - مطيلة"
"Mount Lebanon | Mtaileb - مطيلب"
"Mount Lebanon | Mtairiyat - مطيرية"
"Mount Lebanon | Mtein - المتين"
"Mount Lebanon | Mtoulle  - مطله"
"Mount Lebanon | Mzakke - مزكة"
"Mount Lebanon | Mzarib - المزاريب"
"Mount Lebanon | Mzayraa - مزيرعة بعبدا"
"Mount Lebanon | Naame - ناعمه"
"Mount Lebanon | Nabaa Tourzaiya - نبع طورزيا"
"Mount Lebanon | Nabaa el Mghara - نبع المغارة"
"Mount Lebanon | Nabaa es Safa - نبع الصفا"
"Mount Lebanon | Nabay - نابيه"
"Mount Lebanon | Nabi Younos - نبي يونس"
"Mount Lebanon | Nahr Ed Dahab - نهر الدهب"
"Mount Lebanon | Nahr El Hussein - نهر الحصين"
"Mount Lebanon | Nahr el Kalb - نهر الكلب"
"Mount Lebanon | Nahrh Ibrahim - نهر ابراهيم"
"Mount Lebanon | Nammoura - النموره"
"Mount Lebanon | Naqour - نقور"
"Mount Lebanon | Naqqach - نقاش"
"Mount Lebanon | Niha - نيحا"
"Mount Lebanon | Nmoura - نمورة"
"Mount Lebanon | Ouadi Abou Youssef - وادي ابو يوسف"
"Mount Lebanon | Ouadi Bnahle - وادي بنحليه"
"Mount Lebanon | Ouadi Chahine - وادي شاهين"
"Mount Lebanon | Ouadi Chahrour el Olia - وادي شحرور العليا"
"Mount Lebanon | Ouadi Chahrour el Soufla - وادي شحرور السفلى"
"Mount Lebanon | Ouadi Deir Dourit - وادي دير دوريت"
"Mount Lebanon | Ouadi El Amine - وادي الامين"
"Mount Lebanon | Ouadi El Karm - وادي الكرم المتن"
"Mount Lebanon | Ouadi Ez Zeyni - وادي الزينة"
"Mount Lebanon | Ouadi ed Deir - وادي الدير"
"Mount Lebanon | Ouadi ed Delb - وادي الدلب"
"Mount Lebanon | Ouadi es Sitt - وادي الست"
"Mount Lebanon | Ouardaniye - وردانيه"
"Mount Lebanon | Ouarhaniye - ورهانية"
"Mount Lebanon | Ouata Ej Jaouz - وطى الجوز"
"Mount Lebanon | Ouata El Bane - وطى البان"
"Mount Lebanon | Ouata El Mrouj - وطى المروج"
"Mount Lebanon | Ouata Nahr El Kelb - وطى نهر الكلب"
"Mount Lebanon | Ouata Slam - وطى سلام"
"Mount Lebanon | Ouata el Khirbe - وطى الخربة"
"Mount Lebanon | Ouata el Laouz - وطى اللوز"
"Mount Lebanon | Ouata el bourj - وطى البرج"
"Mount Lebanon | Oumara Choueifat - الشويفات الامراء"
"Mount Lebanon | Qaaqour - القعقور"
"Mount Lebanon | Qabr Chamoun -  قبر شمون"
"Mount Lebanon | Qalaa - القلعة"
"Mount Lebanon | Qalaa Kfardibiane - قلعة كفر ذبيان"
"Mount Lebanon | Qalaat En Nimiri - قلعة النمري"
"Mount Lebanon | Qalaat Maarab - قلعة معراب"
"Mount Lebanon | Qalaat el Hosn - قلعة الحصن"
"Mount Lebanon | Qanat Bakich - قناة باكيش"
"Mount Lebanon | Qarqara - قرقرا"
"Mount Lebanon | Qarqouf - القرقوف"
"Mount Lebanon | Qarsa - قرصة"
"Mount Lebanon | Qartaba - قرطبا"
"Mount Lebanon | Qartaboun - قرطبون"
"Mount Lebanon | Qass - القص"
"Mount Lebanon | Qassoube - قصوبة"
"Mount Lebanon | Qateaa - القاطعة"
"Mount Lebanon | Qattara - قطارة"
"Mount Lebanon | Qattine - القطين"
"Mount Lebanon | Qehmez - قهمز"
"Mount Lebanon | Qennabet Broummana - قنابة برمانا"
"Mount Lebanon | Qennabet Salima - قنابة صليما"
"Mount Lebanon | Qerqraiya - قرقريا"
"Mount Lebanon | Qeryaqous - قرياقس"
"Mount Lebanon | Qirtada - قرطادة"
"Mount Lebanon | Qlaiaat - قليعات كسروان"
"Mount Lebanon | Qmatiye -  قماطية"
"Mount Lebanon | Qmayrze - قميزرة"
"Mount Lebanon | Qnaitra El Meten - قنيطرة المتن"
"Mount Lebanon | Qornayel - قرنايل"
"Mount Lebanon | Qornet Chahouane - قرنة شهوان"
"Mount Lebanon | Qornet El Hamra - قرنة الحمرا"
"Mount Lebanon | Qottara Aintouret - قطارة عينطورة المتن"
"Mount Lebanon | Qoubbe Choueifat - قبة الشويفات"
"Mount Lebanon | Qoubbeiaa - قبيع"
"Mount Lebanon | Qouwale - قواله"
"Mount Lebanon | Qraiaa - قريعة"
"Mount Lebanon | Qraiye - قرية"
"Mount Lebanon | Qsaibe - قصيبة"
"Mount Lebanon | Qtale - قتالة"
"Mount Lebanon | Raashine - رعشين"
"Mount Lebanon | Raboue - ربوة"
"Mount Lebanon | Raifoun - ريفون"
"Mount Lebanon | Ram Bchamoun - رام بشامون"
"Mount Lebanon | Ramie - رامية"
"Mount Lebanon | Ramiet Kfaryasin - رامية كفر ياسين"
"Mount Lebanon | Ramiet el Hsoun - رامية الحصون"
"Mount Lebanon | Ramliye -  رملية"
"Mount Lebanon | Ramout - الراموط"
"Mount Lebanon | Raqayeq - رقايق"
"Mount Lebanon | Ras Aalous - راس علوس"
"Mount Lebanon | Ras Osta - راس اسطا"
"Mount Lebanon | Ras el Harf - راس الحرف"
"Mount Lebanon | Ras el Jdaide - راس الجديدة"
"Mount Lebanon | Ras el Metn - راس المتن"
"Mount Lebanon | Rechmaiya -  رشميا"
"Mount Lebanon | Rejme -  رجمة"
"Mount Lebanon | Remhala - رمحالا"
"Mount Lebanon | Rihane Kesrwane - ريحان كسروان"
"Mount Lebanon | Rihani - ريحانة"
"Mount Lebanon | Rjoum - رجوم"
"Mount Lebanon | Rmaile - رميلة"
"Mount Lebanon | Rouaisset Salima - رويسات صليما"
"Mount Lebanon | Rouissat Saoufar -  رويسات صوفر"
"Mount Lebanon | Rouisset el Ballout - رويسة البلوط"
"Mount Lebanon | Rouisset en Naamane -  رويسة النعمان"
"Mount Lebanon | Roumie - روميه المتن"
"Mount Lebanon | Saadiyat - السعديات"
"Mount Lebanon | Sabouniye - صابونية"
"Mount Lebanon | Sabra  - صبرا"
"Mount Lebanon | Safra kesrwane - صفرا كسروان"
"Mount Lebanon | Sahel Aalma - ساحل علما"
"Mount Lebanon | Sahl Ej Jiye - سهل الجية"
"Mount Lebanon | Saidet Bzoummar - دير سيدة بزمار"
"Mount Lebanon | Salima Baabda - صليما بعبدا"
"Mount Lebanon | Samqaniye - سمقانية"
"Mount Lebanon | Sannine - صنين"
"Mount Lebanon | Saoufar -  صوفر"
"Mount Lebanon | Saqeit El Misk - ساقية المسك"
"Mount Lebanon | Saqi Ain el Hadath - سقي عين الحدث"
"Mount Lebanon | Saqi Lassa - سقي لاسا"
"Mount Lebanon | Saqi Rechmaiya - سقي رشميا"
"Mount Lebanon | Saqiet ed Delb - ساقية الدلب"
"Mount Lebanon | Saqiet el Khait - ساقية الخيط"
"Mount Lebanon | Sarahmoul -  سرحمول"
"Mount Lebanon | Saraouniye - سرعونية"
"Mount Lebanon | Sarba - صربا"
"Mount Lebanon | Sariita - سرعيتا"
"Mount Lebanon | Sbail - سبايل"
"Mount Lebanon | Sebrine - سربين"
"Mount Lebanon | Serghol - سرغل"
"Mount Lebanon | Sfaile - سفيلة"
"Mount Lebanon | Shaile - سهيلة"
"Mount Lebanon | Sibaal - سبعل"
"Mount Lebanon | Sibline - سبلين"
"Mount Lebanon | Sibnay - سبنيه"
"Mount Lebanon | Sijn ej Jdid - سجن الجديد"
"Mount Lebanon | Sil - سيل"
"Mount Lebanon | Silfaya - سلفايا"
"Mount Lebanon | Sinnawr - سنور"
"Mount Lebanon | Sirine - سيران"
"Mount Lebanon | Sirjbal - سرجبال"
"Mount Lebanon | Sirje - سيرجه"
"Mount Lebanon | Slaiyeb Ghalboun - صلايب غلبون"
"Mount Lebanon | Snoubar - صنوبر يحشوش"
"Mount Lebanon | Souane - صوانة"
"Mount Lebanon | Souane Bsaba - صوانة بسابا"
"Mount Lebanon | Souq el Firi - سوق الفارة"
"Mount Lebanon | Souq el Gharb - سوق الغرب"
"Mount Lebanon | Taazniye -  تعزانية"
"Mount Lebanon | Tabarja - طبرجا"
"Mount Lebanon | Taht el Qalaa - تحت القلعة"
"Mount Lebanon | Talbita - تلبيتا"
"Mount Lebanon | Talle - تلة"
"Mount Lebanon | Tarchich - ترشيش"
"Mount Lebanon | Tartij - ترتج"
"Mount Lebanon | Tedmor - تدمر"
"Mount Lebanon | Terouil - ترويل"
"Mount Lebanon | Touayte Ain Dara - تويته عين داره"
"Mount Lebanon | Tourzaiya - طورزيا"
"Mount Lebanon | Traile - تريله"
"Mount Lebanon | Wadi el Kalb - وادي الكلب"
"Mount Lebanon | Warware - الوروار"
"Mount Lebanon | Wata Amaret Chalhoub - الوطى عمارة شلهوب"
"Mount Lebanon | Wata Tabriye - وطى طبرية"
"Mount Lebanon | Watiye - واطية"
"Mount Lebanon | Yahchouch - يحشوش"
"Mount Lebanon | Yanouh - يانوح"
"Mount Lebanon | Yarzeh - اليرزة"
"Mount Lebanon | Yinnar - ينار"
"Mount Lebanon | Zaaitra - زعيتره"
"Mount Lebanon | Zaaitriye - زعيتريه"
"Mount Lebanon | Zaarour - زعرور"
"Mount Lebanon | Zaarouriye - زعرورية"
"Mount Lebanon | Zaayber - زعيبر"
"Mount Lebanon | Zabbougha - زبوغا"
"Mount Lebanon | Zaghrine El Meten - زغرين المتن"
"Mount Lebanon | Zahriye El Meten - زاهرية المتن"
"Mount Lebanon | Zalqa - الزلقا"
"Mount Lebanon | Zandouqa - زندوقة"
"Mount Lebanon | Zaraaoun - زرعون"
"Mount Lebanon | Zayer - زاير"
"Mount Lebanon | Zebdine - زبدين"
"Mount Lebanon | Zeitoun - زيتون"
"Mount Lebanon | Zelhmaya - زلحمايا"
"Mount Lebanon | Zikrit - زكريت"
"Mount Lebanon | Zleikat - زليكات"
"Mount Lebanon | Zmar - زمار"
"Mount Lebanon | Zouaitini - زويتينة"
"Mount Lebanon | Zouk Mosbeh - ذوق مصبح"
"Mount Lebanon | Zouk el Kharab - ذوق الخراب"
"Mount Lebanon | Zouq Mkayel - ذوق مكايل"
"Mount Lebanon | sfaileh Bikfaya - سفيلة بكفيا"
"North |  DEIR EL BALAMAND  - دير البلمند"
"North |  IAAL  - إيعال"
"North |  KELBATA  - كلباتا"
"North |  MAZRAAT KETRANE  - مزرعة كتران"
"North |  MJEYDIL KFAR HAZIR - مجيدل كفر حزير"
"North | Aaba - عبا الكورة"
"North | Aabdelle - عبدللي"
"North | Aabdine Bcharre - عبدين بشري"
"North | Aabrine - عبرين"
"North | Aachach - عشاش"
"North | Aadoui - عدوة"
"North | Aafsdiq - عفصديق"
"North | Aalali - علالي"
"North | Aalma - علما"
"North | Aaoura - عورا البترون"
"North | Aaqbet Sibaal - عقبة سبعل"
"North | Aarbet Qozhaiya - عربة قزحيا"
"North | Aardat - عردات"
"North | Aarjess - عرجس"
"North | Aartez - عرطز"
"North | Aassaimout - عصيموت"
"North | Aassoun - عاصون"
"North | Abou Hamad - ابو حمد"
"North | Abou Samra - ابو سمرا"
"North | Afqa El Minieh - افقا المنيه"
"North | Ain Aakrine - عين عكرين"
"North | Ain Et Tine - عين التينه المنيه"
"North | Ain Tourine - عينطورين"
"North | Ain el Batie - عين البطيه"
"North | Ain el Blat - عين البلاط"
"North | Ain er Raha - عين الراحا"
"North | Ain es Safsaf - عين الصفصاف"
"North | Aitou - أيطو"
"North | Akkar Basbina - عكار بزبينا"
"North | Al Aaqbe - عقبة علما"
"North | Al-Hraiche - حريشه"
"North | Amar - عيمر"
"North | Amioun - اميون"
"North | Arde - أرده"
"North | Ariz - أرز"
"North | Aslout - اسلوت"
"North | Asnoun - اصنون"
"North | Assia - اسيا"
"North | Azqey - عزقي"
"North | Baazqoun - بعزقون"
"North | Bab Al Ramel - باب الرمل"
"North | Bahbouch - بحبوش"
"North | Bahsa - البحصة"
"North | Bahsas - البحصاص"
"North | Bakhaoun - بخعون"
"North | Balaa - بلعة"
"North | Bane - بان"
"North | Barbara - بربارة"
"North | Barghoun - برغون"
"North | Barhalioun - برحليون"
"North | Barsa - برصا"
"North | Barzakine - برزقين"
"North | Baslouqit - بسلوقيت"
"North | Batroumine - بترومين"
"North | Batroun - بترون"
"North | Bayader Rachaaine - بيادر رشعين"
"North | Bazaoun - بزعون"
"North | Bchama - بشاما"
"North | Bchannine - بشنين"
"North | Bcharre - بشري"
"North | Bcheale - بشعلة"
"North | Bchennata - بشناتا"
"North | Bdeihoun - بدبهون"
"North | Bdibba - بدبا"
"North | Bechhara - بشحارة"
"North | Bechmizzine - بشمزين"
"North | Bechtayel - بشتايل"
"North | Bechtoudar-Aoura - بشتودار"
"North | Bednayel el koura - بدنايل الكورة"
"North | Behouaita - بحويتا"
"North | Beit Aabeid - بيت عبيد"
"North | Beit Aaoukar - بيت عوكر"
"North | Beit Bakkour - بيت بكور"
"North | Beit Barakat - بيت بركات"
"North | Beit Chlala - بيت شلالا"
"North | Beit Daoud Izal - بيت داوود عزال"
"North | Beit El Faqs - بيت الفقس"
"North | Beit Haouik - بيت حاويك"
"North | Beit Hasna - بيت حسنة"
"North | Beit Kanj - بيت كنج"
"North | Beit Kassab - بيت كسّاب"
"North | Beit Knaty - بيت قناطي"
"North | Beit Menzer - بيت منذر"
"North | Beit Moumne - بيت مومنة"
"North | Beit Radouane - بيت رضوان"
"North | Beit Zoud - بيت زود"
"North | Beit el Hraqsa - بيت الحرقصى"
"North | Beit jida - بيت جدا"
"North | Bhannine El Minieh - بحنين المنيه"
"North | Bijdarfel - بجدرفل"
"North | Billa - بلا"
"North | Bkeftine - بكفتين"
"North | Blaouza - بلوزا"
"North | Bnechaai - بنشعي"
"North | Bnehrane - بنهران"
"North | Borj - البرج كفر عبيدا"
"North | Borj El Yahoudiye - برج اليهودية"
"North | Bouhairet Toula - بحيرة تولا"
"North | Bousit - بوسيط"
"North | Boustane El Aassi - بساتين العصي"
"North | Bqaa Kafra - بقاع كفرا"
"North | Bqaa Safrin - بقاع صفرين"
"North | Bqaiaa et Dahr Abi Yaghi - بقيعة البترون"
"North | Bqarsouna - بقرصونه"
"North | Bqerqacha - بقرقاشا"
"North | Bqosmaiya - بقسميا"
"North | Braissat - بريسات"
"North | Bsarma - بصرما"
"North | Bsebaal - بسبعل"
"North | Btaaboura - بتعبورة"
"North | Btahline - بتحلين"
"North | Btellaiye - بتلايه"
"North | Btermaz - بطرماز"
"North | Btouratij - بتوراتيج"
"North | Btourram - بطرام"
"North | Bziza - بزيزا"
"North | Chabtine - شبطين"
"North | Chatine - شاتين"
"North | Chawi - شاوي"
"North | Chekka - شكَا"
"North | Chira - شيرا"
"North | Chmis - الشميس"
"North | Chnata - شناتا"
"North | Daael - داعل"
"North | Dahr Abi Yaghi - ضهر ابي ياغي"
"North | Dahr AlAin - ضهر العين"
"North | Dahr El Qotlob - ضهر القطلب"
"North | Dahr Mar Risha - ضهر مار ريشا"
"North | Dahr el Ghbare - ضهر الغبار"
"North | Dairaiya - داريا المنيه"
"North | Dam Wal Farz - الضم و الفرز"
"North | Danha - دنها"
"North | Dar Baachtar - دار بعشتار"
"North | Dar Chmizzine - دار شمزين"
"North | Darayia - داريا"
"North | Dawrat - دورة كفر عبيدا"
"North | Dayr Shouwah - دير شواح"
"North | Debaal El Minieh - دبعل المنيه"
"North | Dedde - دده"
"North | Deir Amar - دير عمار"
"North | Deir Billa - ديربلا"
"North | Deir Kfifane - دير كفيفان"
"North | Deir Mar Youhanna Douma - دير مار يوحنا دوما"
"North | Deir Mar Youssef Jrabta - دير مار يوسف جربتا"
"North | Deir Nbouh - دير نبوح"
"North | Derya - دريا"
"North | Dimane - ديمان"
"North | Douma - دوما"
"North | Douq - دوق"
"North | Ech Chalout - شالوط"
"North | Ed Debbagha - الدباغة"
"North | Edde el Batroun - إده البترون"
"North | Ehden - اهدن"
"North | Ejbeaa - اجبع"
"North | El Aaqbe - عقبة"
"North | El Aazeqa - عزيقه"
"North | El Bahsas - بحصاص"
"North | El Beddaoui - بداوي"
"North | El Bqaiaa - البقيعة"
"North | El Hamra JRANE - حمرا جران"
"North | El Harf - حرف"
"North | El Hariq - حريق"
"North | El Hazmiye - حازمية المنيه"
"North | El Heri - هري"
"North | El Houakir - حواكير"
"North | El Khaldiye - خالدية"
"North | El Kharnoub - خرنوب المنيه"
"North | El Khraize - خريزه"
"North | El Maloula - الملولة"
"North | El Medine ej jdide - مدينة الجديدة"
"North | El Midane Kfifane - ميدان كفيفان"
"North | El Mina - المينا"
"North | El Minie - المنيه"
"North | El Qabaah - قبع كفيفان"
"North | El Qadriye - قادريه"
"North | En Nabi Kzaiber - النبي كزيبر"
"North | En Nabi Youchaa - النبي يوشع"
"North | En Nahriye - نهريه"
"North | En Nakhle - نخلة"
"North | Enfe - أنفه"
"North | Er Rihaniye El Minieh - ريحانيه  المنيه"
"North | Er Rmaile - رميله أرده"
"North | Es Snoubar - صنوبر"
"North | Et Talle - تلة زغرتا"
"North | Fadaous - فدعوس"
"North | Fehta - فحتا"
"North | Fiaa - فيع"
"North | Fouwar zgharta - فوار زغرتا"
"North | Fradis - الفراديس"
"North | Ftahat - فتاحات"
"North | Ghouma - غوما"
"North | Hadchit - حدشيت"
"North | Hadet Ej jebbe - حدث الجبه"
"North | Hadid - الحديد"
"North | Hadtoun - حدتون"
"North | Hai el Birke - حي البركة"
"North | Halta - حلتا"
"North | Hamat - حامات"
"North | Hannouch - حنٌوش"
"North | Haouqa Et En Naher - حوقا النهر"
"North | Haoura - حوارة"
"North | Haql El Aazime - حقل العزيمة"
"North | Haqlit - حقلة"
"North | Harbouna - حربونا"
"North | Hardine - حردين"
"North | Haret Ej Jdide Zgharta - حارة الجديدة زغرتا"
"North | Haret El KHASSEH  - حارة الخسة"
"North | Haret al Fouwar - حارة الفوار"
"North | Haret el Baklik - حارة البكليك"
"North | Harf es siyad - حرف السياد"
"North | Harfe Arde - حرف أرده"
"North | Hariq Zgharta - حريق زغرتا"
"North | Harissa el batroun - حريصا البترون"
"North | Harsoun Ej Jdide - حصرون الجديدة"
"North | Hasroun - حصرون"
"North | Hazrita - حزريتا"
"North | Hdadine - الحدادين"
"North | Hilane zgharta - حيلان زغرتا"
"North | Hmais zgharta - حميص"
"North | Hourata el batroun - حوراتا البترون"
"North | Hrayek - حرايق"
"North | Hraykess - حريقص"
"North | Ijdabra - اجدبرا"
"North | Ijdabrine - اجدعبرين"
"North | Izal - إيزال"
"North | Jairoun - جيرون"
"North | Jarjour - جرجور"
"North | Jdeide zgharta - الجديدة زغرتا"
"North | Jdeideh Berkacha - جديدة برقاشا"
"North | Jessrine - جسرين"
"North | Jibla - جبلا"
"North | Joundi - جندي"
"North | Jrane - جران"
"North | Jrebta - جربتا"
"North | Kaabouch - كبوش"
"North | Kafar Zeina - كفر زينا"
"North | Kafraiya zgharta - كفريا زغرتا"
"North | Kaftoun - كفتون"
"North | Kahf El - Malloul - كفَ الملول"
"North | Kandoula - قندولا"
"North | Karbribe - كربريب"
"North | Karm El - Mohr - كرم المهر"
"North | Karm El Akhras - كرم الاخرس"
"North | Karm Sadde - كرم سده"
"North | Kefraiya - كفريا الكورة"
"North | Kfar Aabida - كفر عبيدا"
"North | Kfar Aaqqa - كفر عقا"
"North | Kfar Bebnine - كفر ببنين"
"North | Kfar Chakhna - كفر شخنا"
"North | Kfar Chillane - كفر شلان"
"North | Kfar Chlaimane - كفر شليمان"
"North | Kfar Dlaqous - كفردلاقوس"
"North | Kfar Fou - كفر فو"
"North | Kfar Habou - كفر حبو"
"North | Kfar Haoura - كفر حورا"
"North | Kfar Hata - كفرحاتا"
"North | Kfar Hata Koura - كفر حاتا الكورة"
"North | Kfar Hatna - كفرحتنا"
"North | Kfar Hay - كفرحي"
"North | Kfar Hazir - كفرحزير"
"North | Kfar Helda - كفر حلدا"
"North | Kfar Qahel - كفرقاهل"
"North | Kfar Saroun - كفرصارون"
"North | Kfar Saroun dimane - كفر صارون الديمان"
"North | Kfar Sghab - كفر صغاب"
"North | Kfar Sghab - كفرصغاب"
"North | Kfar Yachit - كفر ياشيت"
"North | Kfarhollos - كفر خلص"
"North | Kfifane - كفيفان"
"North | Kfour El Aarbi - كفور العربي"
"North | Kharnoub - خرنوب"
"North | Koubba - كوبا"
"North | Kour - كور"
"North | Kousba - كوسبا"
"North | MAZRAAT EL KREYM  - مزرعة الكريم"
"North | MINA 1 - مينا طرابلس 1"
"North | MINA 2 - مينا طرابلس 2"
"North | Maassarati - معصراتي"
"North | Madfoun - مدفون"
"North | Mahmerch - محمرش"
"North | Majdalaya zgharta - مجدليا زغرتا"
"North | Majdel el Koura - مجدل الكورة"
"North | Mankoubin - منكوبين"
"North | Mar Mama - مار ماما"
"North | Mar Semaane - مار سمعان"
"North | Mar Youhanna Maroun - مار يوحنا مارون"
"North | Mar Youssef - مار يوسف"
"North | Markabta - مركبتا"
"North | Masrah - مسرح"
"North | Mazraat Aartoussi - مزرعة عرطوسي"
"North | Mazraat Assaf - مزرعة عساف"
